,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,vintage
2397,New Zealand,"Dusty red in color, the nose is a medley of red currant, cranberry, raw meat and cola spice. On the palate, cranberry and raspberry combine with appealing savory, smokey characters but as a whole it's a little lean and mean and showing prominent oak on the finish.",The Terraces Collection,88,37.0,Waipara Valley,,,Christina Pickard,@winewchristina,Rubus 2013 The Terraces Collection Pinot Noir (Waipara Valley),Pinot Noir,Rubus,2013
2398,US,"Fruity smelling, smooth and mouth-filling on the palate and full of ripe plums flavors, this full-bodied wine sourced from multiple northern California counties emphasizes richness.",,88,48.0,California,North Coast,North Coast,Jim Gordon,@gordone_cellars,Auburn 2016 Pinot Noir (North Coast),Pinot Noir,Auburn,2013
2399,Chile,"Savory plum and latex aromas are roasted, spicy and show some burn. This is a dark full-bodied Pinot that's chewy in feel; overall it's more like Syrah than your average Pinot Noir. Oaky, medicinal flavors of cherry and plum are round and beefy prior to a burnt tasting finish.",Montsecano,88,50.0,Casablanca Valley,,,Michael Schachner,@wineschach,Bodega Montsecano 2016 Montsecano Pinot Noir (Casablanca Valley),Pinot Noir,Bodega Montsecano,2013
2400,Chile,"Red-fruit aromas with a touch of herbs carry the nose on this drawn-in Pinot. Medicinal raspberry and creamy oak flavors are missing some harmony, while this tastes woody and like cherry cough drop on the finish.",Marques de Casa Concha,88,25.0,Limarí Valley,,,Michael Schachner,@wineschach,Concha y Toro 2016 Marques de Casa Concha Pinot Noir (Limarí Valley),Pinot Noir,Concha y Toro,2013
2401,New Zealand,"Ripe red fruits dominate in this juicy, easy-going glugger. There's an earthy funk and a meaty savoriness hiding well behind all that plush fruit. The palate is round and satiny while the acidity is on the lower end. Drink now.",Private Bin,87,18.0,Marlborough,,,Christina Pickard,@winewchristina,Villa Maria 2016 Private Bin Pinot Noir (Marlborough),Pinot Noir,Villa Maria,2013
2402,New Zealand,"Ripe cherries and red currants combine with oak-derived flavors of Dr. Pepper, herbs and toast. The palate is on the tart, lean side and the oak is rather prominent, particularly on the finish.",,87,22.0,Marlborough,,,Christina Pickard,@winewchristina,Wither Hills 2013 Pinot Noir (Marlborough),Pinot Noir,Wither Hills,2013
2403,Chile,"Cool-climate aromas of herbs and latex contain raspberry and mint notes. A full yet abrasive palate displays coastal rawness, while this tastes slightly green as well as minty and oaky. A plump finish remains oaky and herbal.",Single Vineyard Coastal Cool Climate Wine,87,22.0,Casablanca Valley,,,Michael Schachner,@wineschach,Lomas del Valle 2016 Single Vineyard Coastal Cool Climate Wine Pinot Noir (Casablanca Valley),Pinot Noir,Lomas del Valle,2013
2404,US,"Earthy cherry coulis and a strong scent of menthol dominate in this value-priced wine—a hard find in this varietal category. Thin on the palate, it's an easygoing quaff, light and fairly nondescript in oak and fruit, dusted in forest pine.",,87,14.0,California,Los Carneros,Napa-Sonoma,Virginie Boone,@vboone,Castle Rock 2013 Pinot Noir (Los Carneros),Pinot Noir,Castle Rock,2013
2405,France,"From one of the rare south-facing vineyards in Beaune, this warm, rich and ripe wine is generous with its spice, smokiness and rounded red fruits. Acidity cuts through, bringing raspberry in its wake. The sense of structure really gives this wine its power and density. Drink from 2020.",Clos des Couchereaux Premier Cru,94,62.0,Burgundy,Beaune,,Roger Voss,@vossroger,Louis Jadot 2013 Clos des Couchereaux Premier Cru  (Beaune),Pinot Noir,Louis Jadot,2013
2406,US,"Cinnamon spice and pomegranate fruit give a soft touch to minerally driven aromas of black slate and wet cement on the nose of this block-designated (and trademarked!) wine. The wine's tannic grip and tartness are apparent on the texturally distinct palate before raspberry, hibiscus and rose petal flavors settle into a long, rich finish.",Block 8 Bien Nacido Vineyard,94,62.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Foxen 2013 Block 8 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Foxen,2013
2407,US,"This wine blends all 12 clones of Pinot Noir grown on the property, to tremendous effect. Sanguine, it traffics in pretty pomegranate and cranberry, with a quenching taste of kirsch-like cherry. Lightly spiced, it delivers an end note of milk chocolate on the lengthy finish, a stellar, drinkable wine from start to finish.",Wayfarer Vineyard Estate Grown,94,90.0,California,Fort Ross-Seaview,Sonoma,Virginie Boone,@vboone,Wayfarer 2013 Wayfarer Vineyard Estate Grown Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer,2013
2408,US,"This wine comes from a vineyard planted in the early 2000s in the Sebastopol Hills by Charlie Chenoweth for the Jenkins family, a country music trio consisting of Nancy Jenkins and her two daughters. It is inviting and seductive in black cherry and baking spices. Tightly wound, it has nuance and a lingering afterthought of savory pepper and meat.",Jenkins Ranch,94,60.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Patz & Hall 2013 Jenkins Ranch Pinot Noir (Sonoma Coast),Pinot Noir,Patz & Hall,2013
2409,US,"Dried strawberry, black raspberry, cola, salted licorice and turned earth show on the nose of this wine from a vineyard in the Corralitos area near Watsonville. The palate is quite earthy and herbal, with dried mint, thyme, rosemary and graphite adding nuance to the cranberry fruit.",Lester Family Vineyard,94,39.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Cinnabar 2013 Lester Family Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Cinnabar,2013
2410,US,"From another vintage of Billy Wathen home runs comes this bottling from friend Rick Longoria's vineyard. It shows bramble berries, elderberries, sagebrush juniper and roasting herbs on the nose. Layers of thyme and dried oregano decorate the raspberry juice and pencil-lead palate.",Fe Ciega Vineyard,94,66.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Foxen 2013 Fe Ciega Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Foxen,2013
2411,US,"Elegant, exotic spice decorates the nose on this wine by Michael Mooney, with leathery clove, elderflowers, hard cinnamon spice and a blackberry fruit core. There is tremendous tension once sipped between graphite, tight elderberries and even some woody blueberries. Bay leaf, pencil lead and purple flower elements pepper the edges.",,94,34.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,El Pistolero 2013 Pinot Noir (Santa Lucia Highlands),Pinot Noir,El Pistolero,2013
2412,US,"Zesty raspberry meets warm cherry notes on the nose of this elegantly presented wine, which also shows aromas of beet juice, sandalwood, clove, mace and bergamot. The palate is a texturally driven, evolving experience, with flavors of earth, iron and pencil lead melding with sage scrub, wild berries and elderberry.",Tondre Grapefield,94,44.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Cinnabar 2013 Tondre Grapefield Pinot Noir (Santa Lucia Highlands),Pinot Noir,Cinnabar,2013
2413,France,"This wine already has great balance, with its dry structure setting off the concentrated cherry and red-berry fruits. The acidity, tense while also fragrant, gives a background of freshness to the wine. It is still young, firm tannins still prominent. Drink from 2020.",Aux Murgers Premier Cru,94,,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Domaine Méo-Camuzet 2013 Aux Murgers Premier Cru  (Nuits-St.-Georges),Pinot Noir,Domaine Méo-Camuzet,2013
2414,France,"Wonderful spice and ripe red fruits shoot through this rich while structured wine. Dark cherries, strawberries and a ripe texture have given a wine that will be beautiful, smooth and generous. The acidity and the core of tannins will allow it to age well. Drink from 2019.",Grèves Premier Cru,94,62.0,Burgundy,Beaune,,Roger Voss,@vossroger,Louis Jadot 2013 Grèves Premier Cru  (Beaune),Pinot Noir,Louis Jadot,2013
2415,France,"A generous wine, this features intense dark fruits, ripe strawberry and an almost -weet character. It's packed with spice, richness and beautiful concentration. Great acidity gives a wine that is developing freshness and weight. Drink from 2020.",Les Boucherottes Premier Cru,94,62.0,Burgundy,Beaune,,Roger Voss,@vossroger,Louis Jadot 2013 Les Boucherottes Premier Cru  (Beaune),Pinot Noir,Louis Jadot,2013
2416,US,"From one of the winery's two estate vineyards, Harper's is dense and oaky, with bittersweet chocolate, dark cherry and black tea twisted around a layer of thick, dense tannins. Dried herbs and a subtle squeeze of tangerine provide savory and exotic character, while the finish is velvety and sublime.",Harper's Rest Estate Grown,94,78.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Arista 2013 Harper's Rest Estate Grown Pinot Noir (Russian River Valley),Pinot Noir,Arista,2013
2417,France,"This wine is dark and dense, very closed at this young stage. But wait for that rich fruit to burst out to give its intense acidity and ripeness to the wine. It's a powerhouse of flavors, spice and dark minerality. Drink from 2022.",Les Estournelles Saint-Jacques Premier Cru,94,133.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Louis Jadot 2013 Les Estournelles Saint-Jacques Premier Cru  (Gevrey-Chambertin),Pinot Noir,Louis Jadot,2013
2418,France,"This wine is dark, with a strong sense of structure. Dense black fruits are cut with strawberry acidity and a dark tension between fruit and firm tannins. The coiled power will allow this beautiful wine age for many years. Drink from 2020.",Theurons Premier Cru,94,62.0,Burgundy,Beaune,,Roger Voss,@vossroger,Louis Jadot 2013 Theurons Premier Cru  (Beaune),Pinot Noir,Louis Jadot,2013
2419,US,"Rich and thick, this is an opulent offering of dark cherry and Asian spice, the spice popping on the palate throughout the long finish. Full bodied, it nonetheless features crisp, balanced acidity and a taste of rosemary and lavender, the perfect companion to a butterflied lamb seasoned the same.",Gap's Crown Vineyard,93,70.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Patz & Hall 2013 Gap's Crown Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Patz & Hall,2013
2420,US,"Tart, plump cherries show first on the nose of this great wine, with pressed violet petals, smashed eucalyptus, crushed menthol and fresh tea aromas playing background. The tip of the palate is soft with red fruit before a zesty kola-nut character invades on a wave of sharp, even ferocious acidity, finishing up on wild mint herbals.",Huber VIneyard,93,58.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Pali 2013 Huber VIneyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Pali,2013
2421,US,"Longtime Claiborne & Churchill winemaker Coby Parker-Garcia releases his own project with exemplary results. This bottling shows aromas of cherry leather with dried sage, black slate, Earl Grey tea and elderflower. There's amazing herbal and floral intricacy to the palate, with concentrated cranberry skins, lavender and purple fruit flavors.",Bien Nacido Vineyard,93,46.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,El Lugar 2013 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,El Lugar,2013
2422,US,"Crystalline cranberry, concentrated violets and rose petals and a shred of cola show on the nose of this upper-level bottling from one of the appellation's longtime stars. The palate shows graphite and dried strawberry fruit amped up with woody coyote scrub elements, reflective of the chaparral that surrounds the property.",SLH Estate Grown & Produced,93,30.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Hahn 2013 SLH Estate Grown & Produced Pinot Noir (Santa Lucia Highlands),Pinot Noir,Hahn,2013
2423,France,"From one of the top Premier Cru vineyards in Beaune, this structured wine shows concentration and richness. Packed with tannins in its center, it is cushioned by the generous red berry and cherry fruits. The wine has a finely perfumed aftertaste. Drink from 2018.",Grèves Premier Cru,93,57.0,Burgundy,Beaune,,Roger Voss,@vossroger,Alex Gambal 2013 Grèves Premier Cru  (Beaune),Pinot Noir,Alex Gambal,2013
2424,France,"From vines close to the Sachets Premier Cru vineyard, this wine is powerful, structured and dense, despite the relatively low alcohol that gives it a lift of red fruits, acidity and perfume. It is still developing, a wine in progress, as its backbone of tannins softens. Drink from 2018.",,93,85.0,Burgundy,Vosne-Romanée,,Roger Voss,@vossroger,Alex Gambal 2013  Vosne-Romanée,Pinot Noir,Alex Gambal,2013
2425,US,"This delicious, compelling, full-bodied wine blends luscious fruit flavors like red cherry and boysenberry with stylish, spicy oak accents and a firm backing of acidity and tannins to keep the mouthfeel vital. The fruit and softly spicy nuances mingle beautifully and seem to melt in the mouth. It's great to drink through 2020.",,93,44.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Arista 2013 Pinot Noir (Anderson Valley),Pinot Noir,Arista,2013
2426,US,"Subtle and shy at first, exhibiting light aromas of rose petal, this wine unveils slowly to reveal complex elements of cinnamon, red and black cherry—a curious commingling that comes together nicely. From several vineyards, including Martinelli, it's medium bodied and lengthy, with plenty of earthiness to the finish.",,93,38.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Benovia 2013 Pinot Noir (Russian River Valley),Pinot Noir,Benovia,2013
2427,US,"Silky in texture, with a tannic bite, this lovely wine is spicy in cinnamon and clove, buoyed by ripe plum and wild strawberry. Medium in weight, it's complex and measured, balanced by a leathery, smooth finish and lively acidity.",,93,45.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Trombetta 2013 Pinot Noir (Sonoma Coast),Pinot Noir,Trombetta,2013
2428,US,"The fruit from this marquee site is elusive at first, offering light wisps of rose petal and bay, earthy and spicy in equal waves. Around its richness of tart cherry are elements of pomegranate, orange zest and tea. It's a wine of great complexity and counterbalance, with a lengthy, leathery finish.",Hallberg Vineyard Dijon Clones,93,60.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Gary Farrell 2013 Hallberg Vineyard Dijon Clones Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell,2013
2429,France,"Smooth and supple, this wine has structure and tannin so well cushioned by the ripe fruits and fine acidity. The structure and tannins are integrated into the rich red fruits and dark plum juiciness. The aftertaste, with an elegant freshness, brings the balance together. Drink from 2018.",Roncières Premier Cru,93,,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Domaine Jean Grivot 2013 Roncières Premier Cru  (Nuits-St.-Georges),Pinot Noir,Domaine Jean Grivot,2013
2430,US,"A brooding, savory and smoothly textured wine, velvety more than silky, this offers black tea, truffle and high-toned cherry. The wine is named for sandstone, “mother rock” of the Goldridge soils that are so prominent where these vines dig down. Soft, it's also lengthy, a substantial and substantive bottling.",Estate Grown Mother Rock,93,115.0,California,Fort Ross-Seaview,Sonoma,Virginie Boone,@vboone,Wayfarer 2013 Estate Grown Mother Rock Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer,2013
2431,US,"Dense purple flavors of blueberry, boysenberry, lilacs and teriyaki-pepper beef make for luscious concentration on the nose of this wine from Stephen Russell's Quinta Santa Rosa Vineyard. The palate shows black pepper, dried oregano, camphor, rustic elderberry and a strong raspberry-cranberry fruit character.",,93,50.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Prodigal 2013 Pinot Noir (Sta. Rita Hills),Pinot Noir,Prodigal,2013
2432,US,"The winery's larger offering from several vineyard sites, this wine is designed entirely to please, offering a seductively juicy abundance in black cherry, raspberry and cinnamon. Approachable and full bodied, the tannins are soft and the oak well integrated, allowing the earthy aromas and spicy brown-sugar elements to roam free.",,93,48.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Arista 2013 Pinot Noir (Russian River Valley),Pinot Noir,Arista,2013
2433,US,"Iron, black slate. raspberries and snapped sagebrush show on this wine from the Dierberg family's property along Highway 246. There are ample layers of fruit and spice to the palate, with raspberry, pomegranate and hibiscus evolving into dried rose petals and a bright florality, proving both quite flavorful and yet refreshingly light.",Drum Canyon Vineyard,93,52.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Dierberg 2013 Drum Canyon Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Dierberg,2013
2434,US,"Designed by Delicato winemaker James Ewart as a Pinot with power that can handle a steak, this wine features a dense, dark nose, with blackberry, olallieberry and red currant cut by allspice, clove and licorice-vanilla cookies. The palate is rich and luxurious, with ripe cranberry and red-cherry elements spiced up with mocha, cappuccino and long-lingering vanilla bean. It's boisterous and fresh, so drink now with a juicy rib-eye.",La Petite Grace,93,30.0,California,Monterey,Central Coast,Matt Kettmann,@mattkettmann,Diora 2013 La Petite Grace Pinot Noir (Monterey),Pinot Noir,Diora,2013
2435,France,"This wine starts off a bit shy and reserved, but with time reveals deep aromas of black cherry, raspberry and plum, touched by hints of licorice root and minty herbs in the background. The texture is soft and accessible, like crushed satin, with a pleasant hint of cocoa powder dusting the finish. Drink now.",La Chevalière,87,15.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Laroche 2016 La Chevalière Pinot Noir (Pays d'Oc),Pinot Noir,Laroche,2013
2436,France,"Scents of black plum and cherry skins open the nose of this tight, dark wine, with subtle accents of fresh mint and menthol in the background. Medium in weight, it's surprisingly tannic and gripping, with a pronounced black tea-like astringency on the close alongside flavors of black fruit and licorice.",,86,12.0,Languedoc-Roussillon,Languedoc,,Lauren Buzzeo,@laurbuzz,La Forge Estate 2016 Pinot Noir (Languedoc),Pinot Noir,La Forge Estate,2013
2437,US,"This is a good weekday wine that smells and tastes fresh, uncomplicated and quite fruity, feels smooth on the palate and has a clean finish.",,86,13.0,California,California,California Other,Jim Gordon,@gordone_cellars,Seven Daughters 2016 Pinot Noir (California),Pinot Noir,Seven Daughters,2013
2438,France,"Black cherry, boysenberry and blueberry aromas set the stage for this attractive, fruit-forward wine, carrying through from the bouquet to the lightweight palate. The fruit is hit by a touch of baking spice through the close, and framed by soft tannins that lend a subtle structure. Drink now.",Lily Pad Noir,86,10.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Arrogant Frog 2016 Lily Pad Noir Pinot Noir (Pays d'Oc),Pinot Noir,Arrogant Frog,2013
2439,France,"Red currant and cherry fruit lead the bouquet of this fresh and inviting wine, with pleasant hints of fresh mint and tree bark for subtle depth. The palate is light but fruit-forward, with soft tannins and ample acidity that result in a harmonious package. Drink now.",,86,10.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Les Jamelles 2016 Pinot Noir (Pays d'Oc),Pinot Noir,Les Jamelles,2013
2440,Canada,This young wine feels hard and thin. Flavors of herbs and not quite ripe berries finish with an odd touch of butter.,,86,20.0,Ontario,Niagara Escarpment,,Paul Gregutt,@paulgwine ,Cave Spring 2016 Pinot Noir (Niagara Escarpment),Pinot Noir,Cave Spring,2013
2441,France,"This is light in character, with soft aromas and flavors of strawberry-rhubarb pie dusted in cocoa powder. It's smooth and easy in feel, with a light palate and straightforward but attractive fruit flavors that finish clean and juicy. Drink now.",,86,16.0,Languedoc-Roussillon,Vin de Pays Cité de Carcassonne,,Lauren Buzzeo,@laurbuzz,Pierre Tailleur de Vins 2016 Pinot Noir (Vin de Pays Cité de Carcassonne),Pinot Noir,Pierre Tailleur de Vins,2013
2442,France,"This is quite concentrated and herbal upfront, with pronounced minty and spicy licorice tones that sit atop the core of ripe blackberry, plum and cherry. It's a touch angular, with surprising grip to the medium-weight palate, and a mocha-tinged finish. Drink now.",,85,12.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Domaine de la Motte 2016 Pinot Noir (Pays d'Oc),Pinot Noir,Domaine de la Motte,2013
2443,France,"Aromas of red currants and strawberries unfold on the nose of this straightforward, easy-drinking wine. It's bright and juicy, with touches of sweet oak and vanilla on the close. Drink now.",,85,10.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Domaine Roman 2016 Pinot Noir (Pays d'Oc),Pinot Noir,Domaine Roman,2013
2444,France,"Faint hints of talc and carnation sit atop the fruity tones of strawberry and cranberry on the nose and mouth of this wine. It's light and easy in nature, with low tannins and a quick close. Drink now.",Classique,84,12.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Luc Pirlet 2016 Classique Pinot Noir (Pays d'Oc),Pinot Noir,Luc Pirlet,2013
2445,France,"Straightforward and direct, this offers clean and just-ripe notes of cherry, strawberry and banana on the nose and mouth. The lightweight palate is easy and short, with little tannic structure. Drink up.",,83,14.0,Languedoc-Roussillon,Vin de Pays Cité de Carcassonne,,Lauren Buzzeo,@laurbuzz,Laroque 2016 Pinot Noir (Vin de Pays Cité de Carcassonne),Pinot Noir,Laroque,2013
2446,US,"The best bottle in a stellar lineup of the winery's first 2016 releases, this marries old-vine elegance to lush aromatics, with entwined notes of walnuts, raspberries, thyme, rosewater and citrus. It's a long-lasting, beautifully integrated wine, made with grapes from some of the oldest blocks in the vineyard.",Medici Vineyard,95,48.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Patricia Green Cellars 2016 Medici Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,Patricia Green Cellars,2013
2447,US,"This particular block selection is focused upon old-vine Pommard grapes, and the result is a layered and deeply focused wine that continually evolves once poured. It's a delicate explosion of textures and flavors, berry and cherry, wet stone, cola and caramel. Though it will surely age beautifully over a decade or longer, if you give it ample aeration and attention, it drinks quite nicely already.",Durant Vineyard Bishop Block,94,48.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Patricia Green Cellars 2016 Durant Vineyard Bishop Block Pinot Noir (Dundee Hills),Pinot Noir,Patricia Green Cellars,2013
2448,US,"The vineyard cannot be disclosed, but there's nothing mysterious about the flavor, which pins the meter on the yum factor. Juicy huckleberry flavors come wrapped in mineral-drenched acids. Made from 100% Pommard grapes, this marries Old World complexity to pretty purple fruits. As with many Patricia Green wines, the oak aging is a minor player, while the ripe fruits and individual terroirs are expressed in riveting fashion.",Mysterious,94,100.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Patricia Green Cellars 2016 Mysterious Pinot Noir (Dundee Hills),Pinot Noir,Patricia Green Cellars,2013
2449,France,"A closed nose offers a hint of cherry. The palate follows with a balance of pure cherry, firm tannin and bright freshness graced with a touch of dark peony. This is understated, light-bodied but wonderfully elegant and has a habit of growing on you slowly and stealthily. This has a long and lovely resonance.",Fronholz,93,62.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Ostertag 2016 Fronholz Pinot Noir (Alsace),Pinot Noir,Domaine Ostertag,2013
2450,US,"The Weber vineyard, originally planted in 1978, shows well with bold bright black-cherry fruit, amplified with lemony acids and flavors of lemon meringue. The lingering midpalate leads gracefully into a smooth, lusciously fruity finish.",Weber Vineyard,93,48.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Patricia Green Cellars 2016 Weber Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Patricia Green Cellars,2013
2451,France,"A beautifully pure topnote of black cherry sings on the nose, followed by peony and cinnamon. The palate is luminous in a dark cherry flavor. This wine is profound and concentrated but nothing weighs it down. Drink 2018–2028.",Clos St Landelin,93,75.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,René Muré 2016 Clos St Landelin Pinot Noir (Alsace),Pinot Noir,René Muré,2013
2452,US,"Derived from an assortment of Dundee Hills vineyards, this pays tribute to the Jory soils of the AVA. Strong mineral accents keep a tight focus on brambly cherry flavors. The barrel aging, which was minimal given the wine's early release, adds just a touch of caramel.",Volcanic,93,42.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Patricia Green Cellars 2016 Volcanic Pinot Noir (Dundee Hills),Pinot Noir,Patricia Green Cellars,2013
2453,US,"Pomegranate, carnation, dried cranberry, potpourri, baked earth and vanilla cookie all come to the fore on the nose of this light but expressive wine from the historic vineyard. Stewed red cherry and cranberry arise on the palate alongside thyme, peppercorn and the slightest hint of game.",Bien Nacido Vineyard,93,45.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Dolin 2013 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Dolin,2013
2454,Australia,"This wine is already showing characteristics of age, but in all the best ways. This offers heady aromas of dried flowers, cinnamon bark, beef stir fry and sumac yet the palate is full of savory, sinewy tannins and a tonic character, ending on a long, dried cherry finish. It's easy to fall under this wine's spell.",Estate,93,,South Australia,Adelaide Hills,,Christina Pickard,@winewchristina,Wicks 2013 Estate Pinot Noir (Adelaide Hills),Pinot Noir,Wicks,2013
2455,US,"This is based upon a single Dijon 115 clone, and delivers potent ripe black-cherry flavors. It's a full-throttle bottle, textural and lightly touched with dried seaweed. The barrel aging adds a welcome touch of chocolate to the powerful tannic finish.",Durant Vineyard Madrone Block,92,42.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Patricia Green Cellars 2016 Durant Vineyard Madrone Block Pinot Noir (Dundee Hills),Pinot Noir,Patricia Green Cellars,2013
2456,France,"This is fresh, aromatic and primary in cherry aromas. The same luscious, generous fruit also dominates the juicy palate. There is freshness to balance this abundance but this is hedonistic and fruit driven to the core, with a cinnamon undertone. Drink 2018–2025.",Strangenberg,92,50.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Rieflé-Landmann 2016 Strangenberg Pinot Noir (Alsace),Pinot Noir,Domaine Rieflé-Landmann,2013
2457,US,"Utilizing Pommard clones planted in 1990, this exceptional wine has a nose-tickling funky note, providing a rich composty accent to juice loaded with raspberry and cherry fruit. It's detailed and textural, a truly engaging wine which goes well beyond the fruit to add the sort of complexity not often found in this price range.",Balcombe Vineyard,92,37.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Patricia Green Cellars 2016 Balcombe Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Patricia Green Cellars,2013
2458,France,"The nose is very shy but gives the slightest promise of ripe, red fruit. Red cherry appears in full splendor on the palate, edged by racy, exciting freshness and superfine but crunchy tannins. The body remains slender but there is a sensuous, warm core of ripe fruit. Lovely now but will develop over the coming five years. Drink 2018–2025.",Réserve,92,34.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Barmès-Buecher 2016 Réserve Pinot Noir (Alsace),Pinot Noir,Domaine Barmès-Buecher,2013
2459,US,"Dense aromas of strawberry, mace and vanilla combine for an alluringly rich experience on the nose of this single-vineyard expression. Notes of clove, allspice and gingerbread rise on the palate, where the background tones of mulberry and elderberry jam prove elegant and interesting.",Bentrock Vineyard,92,38.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Velvet Bee 2013 Bentrock Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Velvet Bee,2013
2460,US,"This wine sees 40% French oak and is a reserve-level barrel selection. Soft and smooth, the pretty berry and plum fruit has a touch of mocha, but not too much. It's had ample bottle time to be ready to enjoy immediately.",Estate,92,65.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,De Ponte Cellars 2013 Estate Pinot Noir (Dundee Hills),Pinot Noir,De Ponte Cellars,2013
2461,Italy,"Savory and vibrant, this bright polished sparkler delivers aromas and flavors of red cherry, crushed raspberry, Rennet apple, tangy nectarine and bread crust. Refreshing acidity and a lively, refined perlage lift the finish.",Brut Rosé,92,63.0,Lombardy,Franciacorta,,Kerin O’Keefe,@kerinokeefe,Ferghettina 2013 Brut Rosé  (Franciacorta),Pinot Nero,Ferghettina,2013
2462,US,"Black fruits dominate this full-bodied block selection. The alcohol is pulled back a half step from the previous vintage, and there's a pleasing minerality to the foundation. A hint of caraway comes up as it winds down through the chocolatey finish.",Balcombe Vineyard Block 1B,92,60.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Patricia Green Cellars 2016 Balcombe Vineyard Block 1B Pinot Noir (Dundee Hills),Pinot Noir,Patricia Green Cellars,2013
2463,US,"Sourced from a vineyard on the western edge of the valley, this sports lovely aromatics introducing matching flavors of black cherry and a dash of pepper. There's a pleasing minerality, like a lick of granite, and a whiff of dried thyme also.",Lonesome Rock Ranch,91,44.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,De Ponte Cellars 2013 Lonesome Rock Ranch Pinot Noir (Willamette Valley),Pinot Noir,De Ponte Cellars,2013
